Sigla;Geocod;nome;PA2020;RA2020;PF2020;RF2020;PM2020;RM2020;PS2020;RS2020;PT2020;RT2020;PA2021;RA2021;PF2021;RF2021;PM2021;RM2021;PS2021;RS2021;PT2021;RT2021;PA2022;RA2022;PF2022;RF2022;PM2022;RM2022;PS2022;RS2022;PT2022;RT2022;PA2023;RA2023;PF2023;RF2023;PM2023;RM2023;PS2023;RS2023;PT2023;RT2023;PA2024;RA2024;PF2024;RF2024;PM2024;RM2024;PS2024;RS2024;PT2024;RT2024
ME;4201;  Oeste Catarinense;53;64;51230;27152;1697196;1697196;1200017;1800026;96142;124985;21;25;41982;22250;872970;872970;1085213;1627820;171295;222684;22;26;60875;32264;1090657;1090657;912693;1369040;248901;323571;25;30;62773;33270;1417442;1417442;1442457;2163686;196934;256014;25;30;67533;35792;996043;996043;1369528;2054292;267335;347536
MI;42001;    São Miguel do Oeste;-;0;4450;2359;285343;285343;143465;215198;9212;11976;-;0;3603;1910;95885;95885;123453;185180;24693;32101;-;0;6050;3207;129354;129354;69480;104220;27916;36291;-;0;5844;3097;208107;208107;180748;271122;31013;40317;-;0;6179;3275;151999;151999;172261;258392;36935;48016
MU;4200804;      Anchieta;-;0;48;25;8700;8700;2792;4188;105;137;-;0;66;35;3240;3240;2640;3960;270;351;-;0;47;25;2808;2808;2160;3240;410;533;-;0;90;48;4980;4980;2880;4320;540;702;-;0;186;99;3360;3360;3480;5220;450;585
MU;4202081;      Bandeirante;-;0;32;17;9781;9781;2220;3330;240;312;-;0;15;8;4104;4104;1907;2861;450;585;-;0;20;11;5400;5400;1170;1755;540;702;-;0;39;21;10800;10800;2850;4275;495;644;-;0;18;10;2820;2820;3690;5535;728;946
MU;4202099;      Barra Bonita;-;0;16;8;6330;6330;227;341;-;0;-;0;8;4;2005;2005;378;567;192;250;-;0;6;3;3654;3654;275;413;156;203;-;0;12;6;5616;5616;460;690;173;225;-;0;30;16;3024;3024;768;1152;525;683
MU;4202156;      Belmonte;-;0;-;0;15264;15264;3215;4823;42;55;-;0;-;0;900;900;3114;4671;240;312;-;0;35;19;7140;7140;1164;1746;1008;1310;-;0;-;0;8850;8850;2700;4050;588;764;-;0;81;43;8805;8805;3780;5670;1552;2018
MU;4204905;      Descanso;-;0;180;95;36660;36660;8910;13365;231;300;-;0;180;95;21956;21956;7380;11070;252;328;-;0;120;64;19437;19437;3120;4680;1980;2574;-;0;120;64;27660;27660;11190;16785;4500;5850;-;0;474;251;25500;25500;12675;19013;6120;7956
MU;4205001;      Dionísio Cerqueira;-;0;492;261;10349;10349;27036;40554;2016;2621;-;0;600;318;4734;4734;23760;35640;4620;6006;-;0;1182;626;4955;4955;16686;25029;3900;5070;-;0;615;326;6000;6000;30210;45315;4500;5850;-;0;495;262;5040;5040;28080;42120;3300;4290
MU;4206405;      Guaraciaba;-;0;452;240;21421;21421;19056;28584;830;1079;-;0;411;218;10560;10560;16920;25380;3960;5148;-;0;603;320;12419;12419;8028;12042;4320;5616;-;0;704;373;20448;20448;23520;35280;3300;4290;-;0;599;317;16009;16009;21300;31950;2970;3861
MU;4206603;      Guarujá do Sul;-;0;77;41;3848;3848;3952;5928;420;546;-;0;153;81;1476;1476;4199;6299;783;1018;-;0;90;48;1479;1479;2955;4433;609;792;-;0;294;156;3354;3354;7281;10922;750;975;-;0;318;169;2920;2920;6946;10419;1320;1716
MU;4207650;      Iporã do Oeste;-;0;182;96;16150;16150;3172;4758;900;1170;-;0;273;145;5214;5214;2843;4265;1350;1755;-;0;69;37;9029;9029;1875;2813;1485;1931;-;0;240;127;13350;13350;4080;6120;1680;2184;-;0;210;111;8580;8580;5430;8145;3240;4212
MU;4208401;      Itapiranga;-;0;73;39;16110;16110;2772;4158;432;562;-;0;15;8;3878;3878;2829;4244;1320;1716;-;0;15;8;3900;3900;2259;3389;1200;1560;-;0;8;4;9075;9075;4380;6570;1260;1638;-;0;8;4;5733;5733;6090;9135;1800;2340
MU;4211009;      Mondaí;-;0;36;19;8640;8640;740;1110;-;0;-;0;22;12;2619;2619;1464;2196;198;257;-;0;36;19;7200;7200;869;1304;198;257;-;0;12;6;4410;4410;1449;2174;84;109;-;0;-;0;3456;3456;1449;2174;200;260
MU;4212007;      Palma Sola;-;0;1341;711;18360;18360;40290;60435;1840;2392;-;0;948;502;5520;5520;34375;51563;4200;5460;-;0;2646;1402;8700;8700;15330;22995;4860;6318;-;0;2502;1326;10200;10200;42360;63540;6600;8580;-;0;2316;1227;8880;8880;36105;54158;6000;7800
MU;4212239;      Paraíso;-;0;45;24;8663;8663;5958;8937;113;147;-;0;30;16;3208;3208;5200;7800;1800;2340;-;0;122;65;4140;4140;2820;4230;1290;1677;-;0;102;54;5670;5670;10160;15240;450;585;-;0;243;129;4158;4158;7125;10688;1320;1716
MU;4214151;      Princesa;-;0;162;86;9008;9008;1890;2835;126;164;-;0;120;64;3528;3528;1932;2898;360;468;-;0;114;60;4719;4719;1020;1530;800;1040;-;0;200;106;7680;7680;3480;5220;540;702;-;0;155;82;6210;6210;2745;4118;1200;1560
MU;4215075;      Riqueza;-;0;48;25;9000;9000;1656;2484;-;0;-;0;20;11;1700;1700;1260;1890;189;246;-;0;48;25;7260;7260;990;1485;-;0;-;0;24;13;5280;5280;2580;3870;105;137;-;0;24;13;5520;5520;2310;3465;330;429
MU;4215208;      Romelândia;-;0;273;145;8625;8625;824;1236;63;82;-;0;147;78;1821;1821;662;993;336;437;-;0;180;95;1923;1923;954;1431;360;468;-;0;114;60;5280;5280;3300;4950;480;624;-;0;57;30;4320;4320;3240;4860;420;546
MU;4215554;      Santa Helena;-;0;180;95;5940;5940;1260;1890;100;130;-;0;180;95;1352;1352;1260;1890;288;374;-;0;162;86;2790;2790;540;810;210;273;-;0;84;45;5670;5670;1870;2805;192;250;-;0;126;67;3150;3150;1884;2826;720;936
MU;4216255;      São João do Oeste;-;0;30;16;10851;10851;600;900;144;187;-;0;39;21;2099;2099;356;534;15;20;-;0;16;8;5040;5040;660;990;240;312;-;0;28;15;4860;4860;2460;3690;216;281;-;0;17;9;4650;4650;3000;4500;300;390
MU;4216701;      São José do Cedro;-;0;590;313;34320;34320;12840;19260;780;1014;-;0;300;159;10498;10498;8200;12300;2340;3042;-;0;510;270;12600;12600;4830;7245;1800;2340;-;0;600;318;30000;30000;15240;22860;1800;2340;-;0;798;423;22580;22580;13120;19680;1800;2340
MU;4217204;      São Miguel do Oeste;-;0;163;86;19727;19727;2906;4359;600;780;-;0;66;35;3206;3206;2079;3119;1350;1755;-;0;15;8;1836;1836;1080;1620;1650;2145;-;0;36;19;14424;14424;3528;5292;1320;1716;-;0;13;7;5784;5784;5424;8136;1800;2340
MU;4218756;      Tunápolis;-;0;30;16;7596;7596;1149;1724;230;299;-;0;10;5;2267;2267;695;1043;180;234;-;0;14;7;2925;2925;695;1043;900;1170;-;0;20;11;4500;4500;4770;7155;1440;1872;-;0;11;6;1500;1500;3620;5430;840;1092
MI;42002;    Chapecó;49;59;8259;4377;417674;417674;333682;500523;40305;52397;18;22;4588;2432;170220;170220;297316;445974;76266;99146;18;22;12185;6458;246342;246342;195181;292772;95499;124149;24;29;10657;5648;367300;367300;374394;561591;74305;96597;24;29;13352;7077;256103;256103;380941;571412;114085;148311
MU;4200507;      Águas de Chapecó;-;0;54;29;10080;10080;2280;3420;1320;1716;-;0;120;64;1764;1764;4410;6615;1620;2106;-;0;60;32;6200;6200;3330;4995;1680;2184;-;0;84;45;4800;4800;4690;7035;2100;2730;-;0;36;19;2800;2800;3336;5004;1620;2106
MU;4200556;      Águas Frias;-;0;72;38;5760;5760;2940;4410;420;546;-;0;21;11;900;900;1230;1845;1050;1365;-;0;45;24;4050;4050;1494;2241;945;1229;-;0;35;19;6156;6156;2763;4145;675;878;-;0;39;21;5016;5016;2820;4230;1088;1414
MU;4202578;      Bom Jesus do Oeste;-;0;-;0;2700;2700;7800;11700;2145;2789;-;0;-;0;2790;2790;5700;8550;3300;4290;-;0;-;0;2400;2400;5520;8280;3000;3900;-;0;-;0;4680;4680;8070;12105;1920;2496;-;0;-;0;4320;4320;6750;10125;3960;5148
MU;4203105;      Caibi;-;0;48;25;9000;9000;3480;5220;600;780;-;0;10;5;2100;2100;2640;3960;900;1170;-;0;6;3;6000;6000;1260;1890;640;832;-;0;8;4;6860;6860;2900;4350;240;312;-;0;8;4;6000;6000;2580;3870;720;936
MU;4203501;      Campo Erê;-;0;1953;1035;40320;40320;86040;129060;4050;5265;-;0;996;528;14700;14700;79800;119700;4320;5616;-;0;6480;3434;19440;19440;49200;73800;8550;11115;-;0;4320;2290;29400;29400;66480;99720;5600;7280;-;0;7500;3975;18000;18000;78400;117600;10800;14040
MU;4204103;      Caxambu do Sul;-;0;200;106;27000;27000;11330;16995;2700;3510;-;0;-;0;4800;4800;9470;14205;5610;7293;-;0;12;6;20160;20160;6380;9570;6600;8580;-;0;9;5;19080;19080;13290;19935;5040;6552;-;0;9;5;16080;16080;13500;20250;5400;7020
MU;4204202;      Chapecó;-;0;1824;967;32634;32634;37800;56700;4480;5824;-;0;820;435;23675;23675;38850;58275;7000;9100;-;0;1134;601;23674;23674;22896;34344;8120;10556;-;0;1011;536;34650;34650;55250;82875;8320;10816;-;0;810;429;33540;33540;41040;61560;12210;15873
MU;4204350;      Cordilheira Alta;-;0;18;10;930;930;870;1305;270;351;-;0;63;33;1188;1188;1110;1665;190;247;-;0;28;15;800;800;780;1170;300;390;-;0;39;21;1596;1596;880;1320;260;338;-;0;43;23;1215;1215;1125;1688;330;429
MU;4204400;      Coronel Freitas;-;0;174;92;3360;3360;6300;9450;171;222;-;0;170;90;3360;3360;7524;11286;1200;1560;-;0;240;127;2700;2700;3864;5796;2310;3003;-;0;294;156;5184;5184;9270;13905;1080;1404;-;0;183;97;3600;3600;8310;12465;1980;2574
MU;4204707;      Cunha Porã;-;0;90;48;19440;19440;12720;19080;3000;3900;-;0;23;12;5940;5940;9320;13980;5940;7722;-;0;24;13;5670;5670;7260;10890;7200;9360;-;0;12;6;8100;8100;16920;25380;2400;3120;-;0;12;6;8640;8640;15960;23940;9000;11700
MU;4204756;      Cunhataí;-;0;15;8;3360;3360;1314;1971;231;300;-;0;8;4;912;912;954;1431;714;928;-;0;4;2;2160;2160;300;450;684;889;-;0;4;2;5670;5670;1950;2925;513;667;-;0;6;3;4494;4494;1830;2745;720;936
MU;4205357;      Flor do Sertão;-;0;60;32;2130;2130;2130;3195;46;60;-;0;13;7;264;264;1485;2228;144;187;-;0;14;7;390;390;480;720;191;248;-;0;26;14;2958;2958;1650;2475;240;312;-;0;22;12;1470;1470;1683;2525;216;281
MU;4205431;      Formosa do Sul;-;0;21;11;1260;1260;1470;2205;140;182;-;0;11;6;900;900;592;888;192;250;-;0;20;11;576;576;360;540;600;780;-;0;4;2;792;792;1404;2106;360;468;-;0;75;40;648;648;1572;2358;324;421
MU;4206652;      Guatambú;5;6;557;295;10980;10980;12600;18900;1350;1755;5;6;102;54;1500;1500;11340;17010;2820;3666;5;6;146;77;7800;7800;6600;9900;2269;2950;5;6;252;134;8160;8160;13200;19800;1800;2340;5;6;441;234;5304;5304;12420;18630;3894;5062
MU;4207759;      Iraceminha;-;0;16;8;11300;11300;10230;15345;1224;1591;-;0;8;4;4470;4470;6540;9810;3000;3900;-;0;6;3;5280;5280;4488;6732;2430;3159;-;0;12;6;7920;7920;9804;14706;2400;3120;-;0;15;8;5122;5122;9720;14580;6480;8424
MU;4207858;      Irati;6;7;70;37;756;756;3960;5940;347;451;-;0;18;10;840;840;3564;5346;200;260;-;0;150;80;720;720;2025;3038;990;1287;-;0;99;52;1326;1326;5826;8739;1120;1456;-;0;42;22;672;672;6408;9612;300;390
MU;4208955;      Jardinópolis;-;0;56;30;1680;1680;1980;2970;123;160;-;0;50;27;672;672;1980;2970;420;546;-;0;12;6;720;720;1620;2430;480;624;-;0;36;19;690;690;1980;2970;1260;1638;-;0;60;32;300;300;2430;3645;1890;2457
MU;4210506;      Maravilha;-;0;30;16;19474;19474;10466;15699;1155;1502;-;0;20;11;4200;4200;9270;13905;5400;7020;-;0;18;10;4680;4680;4920;7380;5400;7020;-;0;24;13;11220;11220;13260;19890;2700;3510;-;0;24;13;7200;7200;12870;19305;6480;8424
MU;4210902;      Modelo;-;0;36;19;6240;6240;6105;9158;1230;1599;-;0;24;13;3840;3840;5920;8880;2700;3510;-;0;28;15;3120;3120;6930;10395;2400;3120;-;0;48;25;9600;9600;6510;9765;2700;3510;-;0;99;52;5400;5400;7740;11610;3960;5148
MU;4211405;      Nova Erechim;-;0;-;0;3000;3000;3600;5400;360;468;-;0;-;0;1050;1050;2970;4455;720;936;-;0;-;0;2730;2730;3300;4950;810;1053;-;0;-;0;3200;3200;3300;4950;500;650;-;0;4;2;2880;2880;2574;3861;900;1170
MU;4211454;      Nova Itaberaba;-;0;45;24;6750;6750;1800;2700;270;351;-;0;23;12;1560;1560;1875;2813;810;1053;-;0;45;24;5760;5760;1440;2160;720;936;-;0;45;24;7200;7200;2400;3600;396;515;-;0;45;24;4320;4320;1920;2880;870;1131
MU;4211652;      Novo Horizonte;-;0;192;102;4500;4500;13680;20520;216;281;-;0;245;130;1440;1440;15960;23940;1920;2496;-;0;902;478;3180;3180;2850;4275;4800;6240;-;0;41;22;5040;5040;14820;22230;3200;4160;-;0;225;119;1560;1560;12000;18000;1200;1560
MU;4212106;      Palmitos;-;0;447;237;45000;45000;8280;12420;810;1053;-;0;55;29;10500;10500;7230;10845;2970;3861;-;0;84;45;27000;27000;7314;10971;3600;4680;-;0;48;25;34920;34920;12600;18900;2100;2730;-;0;93;49;16056;16056;12930;19395;3780;4914
MU;4212908;      Pinhalzinho;15;18;456;242;15960;15960;8400;12600;5103;6634;9;11;339;180;6840;6840;7280;10920;3000;3900;4;5;247;131;8820;8820;5544;8316;3900;5070;10;12;530;281;16290;16290;10230;15345;4350;5655;10;12;368;195;12489;12489;13680;20520;2970;3861
MU;4213153;      Planalto Alegre;-;0;24;13;3650;3650;540;810;300;390;-;0;7;4;816;816;1350;2025;735;956;-;0;14;7;3150;3150;858;1287;429;558;-;0;12;6;2721;2721;1515;2273;429;558;-;0;5;3;1755;1755;1884;2826;828;1076
MU;4214201;      Quilombo;7;8;501;266;25500;25500;20100;30150;2420;3146;-;0;171;91;18000;18000;14835;22253;2583;3358;-;0;1140;604;18000;18000;10980;16470;4050;5265;-;0;2400;1272;33600;33600;24000;36000;3600;4680;-;0;750;398;30240;30240;21900;32850;6480;8424
MU;4215356;      Saltinho;-;0;8;4;4800;4800;2940;4410;229;298;-;0;35;19;3750;3750;3036;4554;200;260;-;0;51;27;1890;1890;1650;2475;1800;2340;-;0;25;13;4050;4050;4680;7020;1650;2145;-;0;15;8;2160;2160;5850;8775;1800;2340
MU;4215687;      Santa Terezinha do Progresso;-;0;33;17;1200;1200;825;1238;-;0;-;0;35;19;1020;1020;750;1125;48;62;-;0;33;17;720;720;960;1440;510;663;-;0;27;14;990;990;1371;2057;52;68;-;0;21;11;336;336;1173;1760;83;108
MU;4215695;      Santiago do Sul;6;7;189;100;1350;1350;3300;4950;360;468;-;0;900;477;840;840;2980;4470;180;234;-;0;270;143;2160;2160;930;1395;315;410;-;0;45;24;5100;5100;3825;5738;396;515;-;0;180;95;2400;2400;4380;6570;1260;1638
MU;4215752;      São Bernardino;4;5;103;55;2700;2700;5460;8190;40;52;-;0;36;19;3000;3000;4620;6930;48;62;-;0;27;14;2100;2100;1400;2100;480;624;-;0;55;29;2940;2940;7020;10530;180;234;-;0;108;57;720;720;7686;11529;450;585
MU;4216008;      São Carlos;-;0;83;44;18900;18900;2634;3951;216;281;-;0;50;27;6720;6720;2018;3027;720;936;-;0;27;14;6480;6480;2163;3245;972;1264;-;0;36;19;5472;5472;2700;4050;360;468;-;0;24;13;4320;4320;3600;5400;540;702
MU;4216909;      São Lourenço do Oeste;-;0;624;331;24300;24300;15120;22680;800;1040;-;0;126;67;12558;12558;10800;16200;1920;2496;-;0;630;334;11040;11040;4800;7200;4950;6435;-;0;888;471;18675;18675;17280;25920;3360;4368;-;0;1728;916;9675;9675;18300;27450;4500;5850
MU;4217154;      São Miguel da Boa Vista;-;0;60;32;3150;3150;1485;2228;-;0;-;0;6;3;1701;1701;858;1287;528;686;-;0;55;29;1080;1080;375;563;-;0;-;0;9;5;2736;2736;1536;2304;600;780;-;0;11;6;1824;1824;1845;2768;1044;1357
MU;4217303;      Saudades;2;2;45;24;27000;27000;8520;12780;1200;1560;2;2;15;8;10800;10800;5700;8550;3960;5148;6;7;5;3;20280;20280;10800;16200;2310;3003;6;7;7;4;31680;31680;13920;20880;5328;6926;6;7;27;14;19800;19800;22200;33300;6480;8424
MU;4217550;      Serra Alta;-;0;12;6;3240;3240;6300;9450;1290;1677;-;0;-;0;1620;1620;6300;9450;3960;5148;-;0;-;0;3802;3802;2850;4275;3960;5148;-;0;-;0;5322;5322;6300;9450;2100;2730;-;0;225;119;4197;4197;5520;8280;3600;4680
MU;4217758;      Sul Brasil;4;5;38;20;4950;4950;891;1337;24;31;2;2;38;20;3135;3135;735;1103;1224;1591;3;4;14;7;3960;3960;945;1418;1224;1591;3;4;17;9;5850;5850;1200;1800;576;749;3;4;18;10;2970;2970;2700;4050;1008;1310
MU;4217956;      Tigrinhos;-;0;7;4;7020;7020;3120;4680;405;527;-;0;9;5;3780;3780;3240;4860;1620;2106;-;0;22;12;2970;2970;2475;3713;1980;2574;-;0;27;14;4872;4872;4800;7200;2400;3120;-;0;27;14;4095;4095;4305;6458;2520;3276
MU;4218855;      União do Oeste;-;0;98;52;6300;6300;4872;7308;1260;1638;-;0;21;11;2275;2275;3080;4620;2400;3120;-;0;192;102;4680;4680;3840;5760;3900;5070;-;0;128;68;7800;7800;4800;7200;2000;2600;-;0;54;29;4485;4485;6000;9000;2400;3120
MI;42003;    Xanxerê;1;1;32416;17180;324920;324920;549210;823815;36194;47052;1;1;27344;14492;170400;170400;481967;722951;45782;59517;1;1;36619;19408;198275;198275;433776;650664;83805;108947;1;1;39345;20853;256072;256072;624590;936885;60714;78928;1;1;42829;22699;176250;176250;562440;843660;78555;102122
MU;4200101;      Abelardo Luz;-;0;14460;7664;115200;115200;184920;277380;10500;13650;-;0;9000;4770;50000;50000;159900;239850;7020;9126;-;0;13140;6964;45000;45000;180000;270000;19800;25740;-;0;13815;7322;85200;85200;225630;338445;19200;24960;-;0;13170;6980;50160;50160;188400;282600;22680;29484
MU;4202537;      Bom Jesus;-;0;678;359;13200;13200;10050;15075;56;73;-;0;650;345;7776;7776;9300;13950;300;390;-;0;525;278;6120;6120;7695;11543;1200;1560;-;0;460;244;7200;7200;13200;19800;1080;1404;-;0;846;448;4680;4680;13560;20340;2400;3120
MU;4204459;      Coronel Martins;-;0;25;13;3840;3840;8280;12420;280;364;-;0;49;26;2840;2840;5940;8910;492;640;-;0;79;42;680;680;1980;2970;1215;1580;-;0;131;69;1350;1350;11340;17010;600;780;-;0;122;65;1290;1290;8910;13365;990;1287
MU;4205175;      Entre Rios;1;1;180;95;840;840;6480;9720;273;355;1;1;120;64;900;900;3744;5616;540;702;1;1;185;98;585;585;2520;3780;945;1229;1;1;159;84;1452;1452;4620;6930;714;928;1;1;239;127;960;960;5940;8910;540;702
MU;4205308;      Faxinal dos Guedes;-;0;1350;716;22770;22770;45630;68445;3300;4290;-;0;2430;1288;12000;12000;45840;68760;9000;11700;-;0;1860;986;25200;25200;43500;65250;10440;13572;-;0;1980;1049;19800;19800;53000;79500;8700;11310;-;0;1770;938;15240;15240;49140;73710;7200;9360
MU;4205605;      Galvão;-;0;850;451;5000;5000;14790;22185;760;988;-;0;1210;641;1580;1580;5040;7560;1200;1560;-;0;2135;1132;2160;2160;6525;9788;2400;3120;-;0;1585;840;5200;5200;21180;31770;1050;1365;-;0;1845;978;3840;3840;13980;20970;2700;3510
MU;4207684;      Ipuaçu;-;0;4380;2321;20400;20400;40020;60030;1540;2002;-;0;3391;1797;5250;5250;35880;53820;980;1274;-;0;2760;1463;13350;13350;18990;28485;3600;4680;-;0;5040;2671;16080;16080;34260;51390;4050;5265;-;0;1650;875;13740;13740;36630;54945;3600;4680
MU;4209177;      Jupiá;-;0;309;164;7200;7200;8310;12465;33;43;-;0;114;60;3240;3240;3696;5544;810;1053;-;0;350;186;3780;3780;4056;6084;880;1144;-;0;170;90;4640;4640;10180;15270;480;624;-;0;381;202;2340;2340;7020;10530;480;624
MU;4209458;      Lajeado Grande;-;0;463;245;7200;7200;8640;12960;1350;1755;-;0;378;200;3780;3780;5400;8100;1500;1950;-;0;540;286;5040;5040;5760;8640;2340;3042;-;0;240;127;8820;8820;10800;16200;1560;2028;-;0;588;312;8640;8640;10080;15120;1950;2535
MU;4210555;      Marema;-;0;102;54;4500;4500;3000;4500;-;0;-;0;47;25;1200;1200;2400;3600;150;195;-;0;162;86;1920;1920;1440;2160;495;644;-;0;189;100;4300;4300;2800;4200;360;468;-;0;161;85;3060;3060;2790;4185;405;527
MU;4211850;      Ouro Verde;-;0;3748;1986;21660;21660;42000;63000;5280;6864;-;0;4032;2137;16000;16000;36600;54900;6600;8580;-;0;5472;2900;27570;27570;34224;51336;7000;9100;-;0;4350;2306;20100;20100;39060;58590;5040;6552;-;0;5640;2989;17100;17100;39180;58770;7020;9126
MU;4212270;      Passos Maia;-;0;160;85;15120;15120;22620;33930;-;0;-;0;98;52;10800;10800;23000;34500;600;780;-;0;108;57;7800;7800;20400;30600;1600;2080;-;0;84;45;7800;7800;28800;43200;1050;1365;-;0;480;254;6720;6720;29700;44550;600;780
MU;4213401;      Ponte Serrada;-;0;20;11;9600;9600;20202;30303;-;0;-;0;15;8;6600;6600;16500;24750;900;1170;-;0;18;10;5880;5880;20670;31005;990;1287;-;0;18;10;4500;4500;23940;35910;900;1170;-;0;15;8;2880;2880;21240;31860;150;195
MU;4216107;      São Domingos;-;0;2121;1124;27000;27000;53100;79650;3000;3900;-;0;2625;1391;17360;17360;59520;89280;6000;7800;-;0;3700;1961;22320;22320;35136;52704;15480;20124;-;0;7230;3832;25680;25680;63100;94650;10500;13650;-;0;10900;5777;6660;6660;55920;83880;12000;15600
MU;4219101;      Vargeão;-;0;90;48;7200;7200;17250;25875;630;819;-;0;80;42;6000;6000;18975;28463;1650;2145;-;0;80;42;5850;5850;17400;26100;2100;2730;-;0;90;48;6750;6750;24360;36540;1200;1560;-;0;84;45;6300;6300;20880;31320;990;1287
MU;4219507;      Xanxerê;-;0;2100;1113;33390;33390;45942;68913;6600;8580;-;0;1725;914;20034;20034;34782;52173;4800;6240;-;0;4320;2290;19080;19080;25650;38475;8640;11232;-;0;2964;1571;28620;28620;42000;63000;1260;1638;-;0;4368;2315;22500;22500;42000;63000;10890;14157
MU;4219705;      Xaxim;-;0;1380;731;10800;10800;17976;26964;2592;3370;-;0;1380;731;5040;5040;15450;23175;3240;4212;-;0;1185;628;5940;5940;7830;11745;4680;6084;-;0;840;445;8580;8580;16320;24480;2970;3861;-;0;570;302;10140;10140;17070;25605;3960;5148
MI;42004;    Joaçaba;-;0;5428;2877;507766;507766;151532;227298;8991;11688;-;0;5911;3133;374299;374299;160752;241128;18864;24523;-;0;5389;2856;424066;424066;192658;288987;33004;42905;-;0;6565;3479;490048;490048;230181;345272;23107;30039;-;0;4791;2539;337599;337599;220106;330159;28968;37658
MU;4200408;      Água Doce;-;0;90;48;49560;49560;52938;79407;-;0;-;0;65;34;42480;42480;58080;87120;800;1040;-;0;80;42;37800;37800;83700;125550;1680;2184;-;0;-;0;36500;36500;90000;135000;984;1279;-;0;-;0;27000;27000;82000;123000;840;1092
MU;4201604;      Arroio Trinta;-;0;17;9;12090;12090;495;743;250;325;-;0;17;9;6200;6200;495;743;375;488;-;0;14;7;10440;10440;875;1313;810;1053;-;0;29;15;8700;8700;825;1238;459;597;-;0;12;6;5220;5220;825;1238;375;488
MU;4203006;      Caçador;-;0;378;200;24000;24000;6600;9900;240;312;-;0;342;181;19600;19600;7040;10560;357;464;-;0;235;125;13680;13680;5472;8208;1050;1365;-;0;324;172;21000;21000;9600;14400;360;468;-;0;288;153;19500;19500;10400;15600;500;650
MU;4203154;      Calmon;-;0;38;20;2310;2310;2750;4125;-;0;-;0;58;31;2100;2100;3300;4950;130;169;-;0;91;48;2750;2750;2340;3510;300;390;-;0;135;72;5000;5000;4500;6750;240;312;-;0;130;69;4800;4800;4250;6375;300;390
MU;4203907;      Capinzal;-;0;216;114;7140;7140;13254;19881;2480;3224;-;0;588;312;5148;5148;14946;22419;5600;7280;-;0;840;445;9300;9300;18000;27000;6500;8450;-;0;-;0;7590;7590;21000;31500;6612;8596;-;0;-;0;6250;6250;16000;24000;7440;9672
MU;4204004;      Catanduvas;-;0;-;0;4680;4680;1200;1800;-;0;-;0;-;0;4320;4320;1304;1956;-;0;-;0;-;0;4000;4000;2200;3300;1100;1430;-;0;-;0;3250;3250;2400;3600;999;1299;-;0;-;0;2050;2050;2160;3240;1170;1521
MU;4205209;      Erval Velho;-;0;9;5;10800;10800;5400;8100;380;494;-;0;8;4;11490;11490;5796;8694;1230;1599;-;0;-;0;27000;27000;7200;10800;1260;1638;-;0;-;0;26730;26730;10350;15525;684;889;-;0;-;0;16000;16000;9250;13875;780;1014
MU;4205506;      Fraiburgo;-;0;2550;1352;56550;56550;18150;27225;1768;2298;-;0;2783;1475;33150;33150;18810;28215;1950;2535;-;0;2625;1391;44850;44850;17400;26100;4200;5460;-;0;4005;2123;54600;54600;19372;29058;1560;2028;-;0;2460;1304;32400;32400;23040;34560;2635;3426
MU;4206702;      Herval d'Oeste;-;0;4;2;14440;14440;1440;2160;116;151;-;0;4;2;14554;14554;1320;1980;195;254;-;0;-;0;12350;12350;1440;2160;546;710;-;0;-;0;11500;11500;1650;2475;350;455;-;0;-;0;7800;7800;1780;2670;546;710
MU;4206751;      Ibiam;-;0;57;30;6534;6534;1030;1545;120;156;-;0;57;30;6050;6050;1266;1899;425;553;-;0;43;23;5324;5324;870;1305;500;650;-;0;57;30;7260;7260;1278;1917;300;390;-;0;48;25;6615;6615;1180;1770;520;676
MU;4206801;      Ibicaré;-;0;6;3;22752;22752;660;990;140;182;-;0;5;3;21197;21197;600;900;180;234;-;0;6;3;22500;22500;1450;2175;1050;1365;-;0;6;3;21000;21000;1650;2475;648;842;-;0;6;3;14000;14000;1850;2775;780;1014
MU;4207577;      Iomerê;-;0;11;6;18450;18450;1350;2025;138;179;-;0;8;4;9635;9635;1350;2025;300;390;-;0;11;6;9594;9594;1215;1823;308;400;-;0;11;6;14350;14350;1575;2363;240;312;-;0;11;6;12300;12300;1350;2025;875;1138
MU;4208609;      Jaborá;-;0;-;0;16146;16146;1500;2250;60;78;-;0;-;0;15856;15856;1610;2415;73;95;-;0;-;0;18000;18000;3600;5400;1200;1560;-;0;-;0;18000;18000;5300;7950;1200;1560;-;0;-;0;10000;10000;5500;8250;2520;3276
MU;4209003;      Joaçaba;-;0;19;10;25620;25620;1716;2574;75;98;-;0;18;10;23180;23180;1760;2640;400;520;-;0;12;6;27000;27000;4700;7050;1000;1300;-;0;24;13;25400;25400;5400;8100;600;780;-;0;7;4;16700;16700;5210;7815;975;1268
MU;4209201;      Lacerdópolis;-;0;-;0;12714;12714;187;281;87;113;-;0;-;0;9617;9617;184;276;180;234;-;0;-;0;18000;18000;1510;2265;580;754;-;0;-;0;17500;17500;1700;2550;350;455;-;0;-;0;13000;13000;1777;2666;585;761
MU;4209706;      Lebon Régis;-;0;1081;573;25200;25200;10989;16484;448;582;-;0;1089;577;15300;15300;10890;16335;1215;1580;-;0;684;363;11895;11895;7560;11340;1200;1560;-;0;1197;634;23485;23485;11550;17325;1440;1872;-;0;1140;604;16909;16909;12540;18810;1050;1365
